Responsibilities,Role,UNIQUE ID,Avg_SkillScore,Cluster,ROLE,LAMA KERJA BERJALAN,GRADE,Durasi Bulan,Technical Score,Personal Evaluation Score ,Discipline Score ,Development Score,Expert Judgement,Capability Score,scoring_eval,job_count,d,finalscore,finalscore_scaled
"Data extraction, transformation, and visualization",Data Analyst,0008EF5A,3.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,87.5,70.0,98.9522417154,0.0,1.0,66.4806914307,66.4806914307,2.0,36.644766458271,36.644766458271,0.10496802698224918
"Data extraction, transformation, and visualization",Data Analyst,00093BBA,2.25,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
"Data extraction, transformation, and visualization",Data Analyst,000BC56E,4.0,1,DATA ANALYST,3 tahun 2 bulan,JUNIOR,38,77.67241379,89.0,95.0048732943,0.4301677875,1.0,72.7677924824,72.7677924824,2.0,40.446930015672,40.446930015672,0.2911162238610675
"Data extraction, transformation, and visualization",Data Analyst,000BE0C5,4.75,3,DATA ANALYST,3 tahun 0 bulan,MIDDLE,36,79.13793103,90.5,96.8024832613,9.3020121433,1.0,75.3882483655,75.3882483655,0.0,42.188271633715004,42.188271633715004,0.37636968480642524
"Data extraction, transformation, and visualization",Data Analyst,000BF13A,3.25,2,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,85.34482759,84.0,76.9401195515,0.4301677875,1.0,71.3283335517,71.3283335517,2.0,39.331516782400996,39.331516782400996,0.23650727319033435
"Data extraction, transformation, and visualization",Data Analyst,000C7109,3.0,1,DATA SCIENTIST,6 tahun 6 bulan,MIDDLE,78,,,,,,,,9.0,,,
"Data extraction, transformation, and visualization",Data Analyst,000C72E4,4.25,1,DATA ENGINEER,5 tahun 0 bulan,MIDDLE,60,76.47058824,91.5,89.9596364099,0.0,1.2,87.8939523114,87.8939523114,3.0,48.58129472504201,48.58129472504201,0.6893624593383652
"Data extraction, transformation, and visualization",Data Analyst,000CEE2B,3.5,0,DATA ANALYST,3 tahun 11 bulan,MIDDLE,47,74.48275862,90.0,98.9522417154,10.5359979556,1.0,74.1194724896,74.1194724896,4.0,40.928320419488,40.928320419488,0.31468437244601905
"Data extraction, transformation, and visualization",Data Analyst,000FCFC2,4.5,3,AI ENGINEER,1 tahun 10 bulan,JUNIOR,22,80.52631579,95.0,98.9522417154,34.6152175938,1.0,81.9618884287,81.9618884287,16.0,45.554800867211,45.554800867211,0.5411898818059139
"Data extraction, transformation, and visualization",Data Analyst,00101A0D,3.25,0,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,82.5,94.0,39.414983165,7.0665492569,1.0,73.9040356956,73.9040356956,2.0,40.696638918668,40.696638918668,0.3033415953727198
"Data extraction, transformation, and visualization",Data Analyst,00103C57,3.75,1,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,80.60344828,81.5,80.2615189223,5.8627640301,1.0,69.7620596418,69.7620596418,15.0,38.736391610154,38.736391610154,0.20737084177213944
"Data extraction, transformation, and visualization",Data Analyst,00104933,1.5,2,MGT,3 tahun 11 bulan,-,47,89.65517241,,98.469149928,8.7007929068,1.0,69.5023814571,69.5023814571,1.0,37.541262172263,37.541262172263,0.14885910587714896
"Data extraction, transformation, and visualization",Data Analyst,001356B3,3.0,1,DATA SCIENTIST,1 tahun 10 bulan,JUNIOR,22,98.61111111,,98.9522417154,37.4823489904,1.0,82.7234066868,82.7234066868,7.0,45.253405544004,45.253405544004,0.5264340210661825
"Data extraction, transformation, and visualization",Data Analyst,0013A32D,1.25,2,MGT,5 tahun 9 bulan,-,69,79.13793103,99.0,88.8109161793,8.7722486646,1.0,78.9526210358,78.9526210358,1.0,42.432389148973996,42.432389148973996,0.3883213104022113
"Data extraction, transformation, and visualization",Data Analyst,0013D24E,3.5,1,DATA SCIENTIST,4 tahun 9 bulan,JUNIOR,57,66.25,92.0,97.9135943724,0.0,1.1,78.1589269578,78.1589269578,0.0,43.06923128763401,43.06923128763401,0.4195001416172066
"Data extraction, transformation, and visualization",Data Analyst,0014B046,3.0,1,DATA SCIENTIST,7 tahun 8 bulan,SENIOR,92,84.72222222,87.0,0.0,0.0,1.0,67.4019777006,67.4019777006,6.0,37.133048181317996,37.133048181317996,0.1288735641696634
"Data extraction, transformation, and visualization",Data Analyst,0014CA34,3.0,0,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,82.5,95.0,99.537037037,30.4375931247,1.0,81.9453180716,81.9453180716,1.0,44.841018577948,44.841018577948,0.5062441767870676
"Data extraction, transformation, and visualization",Data Analyst,0014EEF4,4.5,1,DATA ENGINEER,2 tahun 11 bulan,MIDDLE,35,85.0,93.5,80.9809654856,9.0371304039,1.2,92.960313373,92.960313373,8.0,51.383966087690006,51.383966087690006,0.8265770248678518
"Data extraction, transformation, and visualization",Data Analyst,0014F3E9,4.75,3,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,75.86206897,,98.257797271,12.7921561676,1.0,61.80993377,61.80993377,2.0,34.9917648981,34.9917648981,0.024039562117881833
"Data extraction, transformation, and visualization",Data Analyst,001ABDF5,4.0,1,DATA ANALYST,3 tahun 4 bulan,MIDDLE,40,82.24137931,98.5,98.9522417154,50.3029972195,1.0,86.5446547165,86.5446547165,8.0,47.748666999745005,47.748666999745005,0.6485982609035943
"Data extraction, transformation, and visualization",Data Analyst,001AE6FC,3.5,0,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,82.24137931,84.5,98.469149928,0.4301677875,,72.1149630886,72.1149630886,2.0,39.86593043695801,39.86593043695801,0.2626713602111484
"Data extraction, transformation, and visualization",Data Analyst,001F9B47,3.75,1,DATA ENGINEER,3 tahun 1 bulan,JUNIOR,37,58.75,87.0,96.1884481736,8.6577453183,1.2,81.1247503422,81.1247503422,1.0,44.758617681366005,44.758617681366005,0.5022099530909094
"Data extraction, transformation, and visualization",Data Analyst,002018BB,3.75,0,DATA SCIENTIST,10 tahun 10 bulan,SENIOR,130,97.22222222,98.0,50.5555555556,43.7450704533,1.0,86.4214334385,86.4214334385,18.0,47.56585972240501,47.56585972240501,0.6396482921451678
"Data extraction, transformation, and visualization",Data Analyst,0020C6B5,4.25,3,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,75.86206897,88.5,98.3674463938,3.3392709766,1.0,72.659385698,72.659385698,3.0,40.50697441994,40.50697441994,0.2940559073908289
"Data extraction, transformation, and visualization",Data Analyst,002201AD,3.25,0,DATA ANALYST,4 tahun 10 bulan,MIDDLE,58,91.37931034,95.0,99.537037037,0.4301677875,1.0,80.0052980974,80.0052980974,2.0,43.930307991622,43.930307991622,0.4616571591683628
"Data extraction, transformation, and visualization",Data Analyst,00270615,4.0,0,DATA ANALYST,3 tahun 9 bulan,JUNIOR,45,93.10344828,75.0,98.9814814815,29.9520058526,1.0,75.0818725109,75.0818725109,1.0,41.67339243077701,41.67339243077701,0.3511619750931623
"Data extraction, transformation, and visualization",Data Analyst,00277DF9,2.75,0,AI ENGINEER,0 tahun 5 bulan,MIDDLE,5,,,,,,,,4.0,,,
"Data extraction, transformation, and visualization",Data Analyst,002D5AC9,4.0,3,DATA SCIENTIST,3 tahun 8 bulan,MIDDLE,44,78.88888889,92.0,97.4707602339,57.4757263933,1.0,83.3553945397,83.3553945397,3.0,46.058359106041,46.058359106041,0.5658433341802123
"Data extraction, transformation, and visualization",Data Analyst,002DF96D,4.0,3,DATA SCIENTIST,5 tahun 0 bulan,MIDDLE,60,78.88888889,91.0,46.8542261807,5.4541409456,1.1,78.7985129608,78.7985129608,15.0,43.643211869224004,43.643211869224004,0.44760136574746673
"Data extraction, transformation, and visualization",Data Analyst,002E9001,4.5,1,DATA ENGINEER,7 tahun 8 bulan,SENIOR,92,,,,,,,,10.0,,,
"Data extraction, transformation, and visualization",Data Analyst,002EC9F6,1.75,2,DATA SCIENTIST,4 tahun 7 bulan,MIDDLE,55,97.22222222,96.5,83.7230473171,43.7450704533,1.1,96.6970538768,96.6970538768,0.0,52.071938554704,52.071938554704,0.8602591198917877
"Data extraction, transformation, and visualization",Data Analyst,00302AE1,3.5,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512,2.0,49.34619687313601,49.34619687313601,0.7268109155940876
"Data extraction, transformation, and visualization",Data Analyst,00306ABB,4.0,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586,3.0,51.53929212058,51.53929212058,0.8341815533196937
"Data extraction, transformation, and visualization",Data Analyst,0031857D,4.0,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258,5.0,38.994984968674004,38.994984968674004,0.22003118283496328
"Data extraction, transformation, and visualization",Data Analyst,0037569D,2.75,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614,21.0,53.629760235419994,53.629760235419994,0.9365277213199269
"Data extraction, transformation, and visualization",Data Analyst,00392144,3.75,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743,15.0,42.794415067379,42.794415067379,0.4060455536960886
"Data extraction, transformation, and visualization",Data Analyst,003A7A13,3.0,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424,5.0,40.959078771472,40.959078771472,0.3161902549979782
"Data extraction, transformation, and visualization",Data Analyst,003B384C,4.5,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496,3.0,49.706012652880005,49.706012652880005,0.7444269538304004
"Data extraction, transformation, and visualization",Data Analyst,003C6A0D,3.75,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902,7.0,40.83852570680601,40.83852570680601,0.3102881586580908
"Data extraction, transformation, and visualization",Data Analyst,003CFD5B,2.75,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996,0.0,48.804030568788,48.804030568788,0.7002672705248519
"Data extraction, transformation, and visualization",Data Analyst,003D5583,3.25,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523,1.0,46.198102495719,46.198102495719,0.5726849599076637
"Data extraction, transformation, and visualization",Data Analyst,0042FA00,2.75,0,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,80.68965517,90.0,98.9522417154,38.3427977748,1.0,80.1122536136,80.1122536136,2.0,43.751994415208,43.751994415208,0.45292719523404734
"Data extraction, transformation, and visualization",Data Analyst,00430780,2.75,2,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,87.93103448,86.0,92.1643347143,0.4301677875,1.0,74.0835656652,74.0835656652,2.0,40.556789802556,40.556789802556,0.2964947934384177
"Data extraction, transformation, and visualization",Data Analyst,00434E84,3.5,1,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,80.27777778,95.0,96.1220230528,0.0,1.0,76.485383457,76.485383457,4.0,42.18225323221,42.18225323221,0.3760750329401034
"Data extraction, transformation, and visualization",Data Analyst,00456E77,3.5,1,DATA SCIENTIST,1 tahun 8 bulan,BASIC,20,75.55555556,90.0,17.7777777778,0.0,,67.4044956827,67.4044956827,8.0,37.36938271183101,37.36938271183101,0.14044414656335485
"Data extraction, transformation, and visualization",Data Analyst,0045D05E,2.5,1,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,73.75,85.0,96.7440037291,55.491056416,1.0,78.0721708555,78.0721708555,7.0,42.553250553415005,42.553250553415005,0.3942385025927319
"Data extraction, transformation, and visualization",Data Analyst,00464297,1.5,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
"Data extraction, transformation, and visualization",Data Analyst,005139FE,3.25,0,DATA ANALYST,4 tahun 1 bulan,MIDDLE,49,79.13793103,85.0,98.9522417154,0.4301677875,1.0,71.4912919476,71.4912919476,2.0,39.417884732228,39.417884732228,0.24073571783394337
"Data extraction, transformation, and visualization",Data Analyst,0052D29A,3.75,1,DATA ANALYST,5 tahun 1 bulan,SENIOR,61,73.10344828,86.0,97.7192982456,51.2417874977,1.0,77.8012250633,77.8012250633,4.0,42.997149283549,42.997149283549,0.4159711153443315
"Data extraction, transformation, and visualization",Data Analyst,00563DC3,4.25,0,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,76.20689655,96.0,3.7037037037,53.3266455725,1.0,77.6344597313,77.6344597313,4.0,43.143763657589005,43.143763657589005,0.4231491341097103
"Data extraction, transformation, and visualization",Data Analyst,00630639,3.5,1,DATA SCIENTIST,9 tahun 2 bulan,MIDDLE,110,80.0,75.0,98.9522417154,54.8821326185,1.0,75.0274646513,75.0274646513,0.0,41.409556265189,41.409556265189,0.33824495409862115
"Data extraction, transformation, and visualization",Data Analyst,0073D075,4.0,3,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,91.66666667,93.0,58.0116959064,8.2492354431,1.0,77.500618325,77.500618325,4.0,42.95532771225001,42.95532771225001,0.41392359424998193
"Data extraction, transformation, and visualization",Data Analyst,0084C542,3.0,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506,2.0,37.245939850818004,37.245939850818004,0.1344005701500244
"Data extraction, transformation, and visualization",Data Analyst,00897237,3.25,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,93.10344828,92.5,94.1423001949,2.5085548458,1.2,95.0743558155,95.0743558155,8.0,51.916908582215,51.916908582215,0.8526690861109353
"Data extraction, transformation, and visualization",Data Analyst,0097B743,3.25,0,MGT,3 tahun 1 bulan,-,37,90.27777778,,98.9522417154,37.0103448893,1.0,77.3225695827,77.3225695827,5.0,42.508461878831,42.508461878831,0.3920457165937772
"Data extraction, transformation, and visualization",Data Analyst,009C501C,4.0,0,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,71.72413793,91.5,99.537037037,45.8959093909,1.1,87.3635004212,87.3635004212,9.0,48.182655223236004,48.182655223236004,0.6698456701877737
"Data extraction, transformation, and visualization",Data Analyst,017F0DF6,3.75,3,AI ENGINEER,3 tahun 8 bulan,JUNIOR,44,84.07894737,90.0,75.790084404,1.3470096476,1.3,96.1634426675,96.1634426675,9.0,52.729124613775,52.729124613775,0.8924339587863002
Develop ETL/ELT pipelines,Data Engineer,0000ECE6,2.75,2,DATA ANALYST,4 tahun 10 bulan,JUNIOR,58,,,,,,,,9.0,,,
Develop ETL/ELT pipelines,Data Engineer,0001741A,4.25,3,DATA SCIENTIST,4 tahun 11 bulan,JUNIOR,59,88.75,89.5,96.4930913886,12.6845989445,1.0,78.1787671463,78.1787671463,3.0,43.432246587539005,43.432246587539005,0.4443069704220052
Develop ETL/ELT pipelines,Data Engineer,00017D8B,4.75,3,DATA ENGINEER,3 tahun 9 bulan,SENIOR,45,86.02941176,94.0,88.8888888889,14.482615467,1.2,95.2346475844,95.2346475844,0.0,52.706863219732,52.706863219732,0.8881648337440411
Develop ETL/ELT pipelines,Data Engineer,00049B4B,2.0,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,76.66666667,,99.4152046784,13.616265803,1.0,62.6570672707,62.6570672707,8.0,34.148245653471,34.148245653471,0.0
Develop ETL/ELT pipelines,Data Engineer,0004E1C5,2.75,1,AI ENGINEER,1 tahun 0 bulan,MIDDLE,12,98.68421053,,85.4256716671,27.4434510067,1.2,94.462392646,94.462392646,3.0,51.35756810238,51.35756810238,0.8235912484920215
Develop ETL/ELT pipelines,Data Engineer,00050DC9,2.75,2,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,73.27586207,90.0,93.7469277057,9.2877346217,1.1,80.5550616974,80.5550616974,9.0,43.986682699622,43.986682699622,0.470840770989409
Develop ETL/ELT pipelines,Data Engineer,00055602,2.75,0,DATA SCIENTIST,0 tahun 9 bulan,JUNIOR,9,80.27777778,84.0,0.0,0.0,1.2,77.5622022708,77.5622022708,1.0,42.400467203524,42.400467203524,0.39492882241112187
Develop ETL/ELT pipelines,Data Engineer,0006B570,4.0,3,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,75.86206897,86.0,98.469149928,0.8603355751,1.0,71.0634376852,71.0634376852,4.0,39.54362197315601,39.54362197315601,0.2582079993216332
Develop ETL/ELT pipelines,Data Engineer,0006F238,3.5,1,DATA SCIENTIST,4 tahun 8 bulan,MIDDLE,56,97.22222222,,98.9522417154,54.9046621779,1.1,95.020460512,95.020460512,7.0,52.00584407136,52.00584407136,0.8546159687414501
Develop ETL/ELT pipelines,Data Engineer,0008CEE3,4.5,3,DATA ENGINEER,8 tahun 3 bulan,SENIOR,99,88.23529412,93.0,81.2753036437,0.0,1.3,99.8654925819,99.8654925819,21.0,55.043711068407006,55.043711068407006,1.0
Develop ETL/ELT pipelines,Data Engineer,0008DB3D,3.75,3,AI ENGINEER,4 tahun 5 bulan,MIDDLE,53,78.94736842,95.5,97.9135943724,2.0205144715,1.3,99.7997608046,99.7997608046,26.0,54.656373226438006,54.656373226438006,0.9814630670206498
Develop ETL/ELT pipelines,Data Engineer,0008EF5A,2.5,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,87.5,70.0,98.9522417154,0.0,1.0,66.4806914307,66.4806914307,2.0,36.409766458271,36.409766458271,0.10823021932708293
Develop ETL/ELT pipelines,Data Engineer,00093BBA,1.75,2,MGT,4 tahun 11 bulan,-,59,,,,,,,,1.0,,,
Develop ETL/ELT pipelines,Data Engineer,000BC56E,3.5,1,DATA ANALYST,3 tahun 2 bulan,JUNIOR,38,77.67241379,89.0,95.0048732943,0.4301677875,1.0,72.7677924824,72.7677924824,2.0,40.211930015672,40.211930015672,0.2901913999899089
Develop ETL/ELT pipelines,Data Engineer,000BE0C5,4.5,3,DATA ANALYST,3 tahun 0 bulan,MIDDLE,36,79.13793103,90.5,96.8024832613,9.3020121433,1.0,75.3882483655,75.3882483655,0.0,42.070771633715005,42.070771633715005,0.3791504914066671
Develop ETL/ELT pipelines,Data Engineer,000BF13A,2.25,2,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,85.34482759,84.0,76.9401195515,0.4301677875,1.0,71.3283335517,71.3283335517,2.0,38.861516782401,38.861516782401,0.22556430475872372
Develop ETL/ELT pipelines,Data Engineer,000C7109,3.0,1,DATA SCIENTIST,6 tahun 6 bulan,MIDDLE,78,,,,,,,,9.0,,,
Develop ETL/ELT pipelines,Data Engineer,000C72E4,4.25,1,DATA ENGINEER,5 tahun 0 bulan,MIDDLE,60,76.47058824,91.5,89.9596364099,0.0,1.2,87.8939523114,87.8939523114,3.0,48.58129472504201,48.58129472504201,0.6907263745967732
Develop ETL/ELT pipelines,Data Engineer,000CEE2B,2.75,0,DATA ANALYST,3 tahun 11 bulan,MIDDLE,47,74.48275862,90.0,98.9522417154,10.5359979556,1.0,74.1194724896,74.1194724896,4.0,40.575820419488,40.575820419488,0.3076062025123684
Develop ETL/ELT pipelines,Data Engineer,000FCFC2,4.75,3,AI ENGINEER,1 tahun 10 bulan,JUNIOR,22,80.52631579,95.0,98.9522417154,34.6152175938,1.0,81.9618884287,81.9618884287,16.0,45.672300867211,45.672300867211,0.5515098603883044
Develop ETL/ELT pipelines,Data Engineer,00101A0D,2.5,0,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,82.5,94.0,39.414983165,7.0665492569,1.0,73.9040356956,73.9040356956,2.0,40.344138918668,40.344138918668,0.29651855759901846
Develop ETL/ELT pipelines,Data Engineer,00103C57,3.75,1,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,80.60344828,81.5,80.2615189223,5.8627640301,1.0,69.7620596418,69.7620596418,15.0,38.736391610154,38.736391610154,0.21957615518836013
Develop ETL/ELT pipelines,Data Engineer,00104933,1.25,2,MGT,3 tahun 11 bulan,-,47,89.65517241,,98.469149928,8.7007929068,1.0,69.5023814571,69.5023814571,1.0,37.423762172263004,37.423762172263004,0.15675728938062683
Develop ETL/ELT pipelines,Data Engineer,001356B3,2.75,1,DATA SCIENTIST,1 tahun 10 bulan,JUNIOR,22,98.61111111,,98.9522417154,37.4823489904,1.0,82.7234066868,82.7234066868,7.0,45.135905544004004,45.135905544004004,0.5258394427854697
Develop ETL/ELT pipelines,Data Engineer,0013A32D,1.0,2,MGT,5 tahun 9 bulan,-,69,79.13793103,99.0,88.8109161793,8.7722486646,1.0,78.9526210358,78.9526210358,1.0,42.314889148974,42.314889148974,0.39083329006232653
Develop ETL/ELT pipelines,Data Engineer,0013D24E,3.0,1,DATA SCIENTIST,4 tahun 9 bulan,JUNIOR,57,66.25,92.0,97.9135943724,0.0,1.1,78.1589269578,78.1589269578,0.0,42.834231287634005,42.834231287634005,0.41568758875092066
Develop ETL/ELT pipelines,Data Engineer,0014B046,3.0,1,DATA SCIENTIST,7 tahun 8 bulan,SENIOR,92,84.72222222,87.0,0.0,0.0,1.0,67.4019777006,67.4019777006,6.0,37.133048181317996,37.133048181317996,0.14284451045122298
Develop ETL/ELT pipelines,Data Engineer,0014CA34,2.5,0,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,82.5,95.0,99.537037037,30.4375931247,1.0,81.9453180716,81.9453180716,1.0,44.606018577948,44.606018577948,0.5004804974098265
Develop ETL/ELT pipelines,Data Engineer,0014EEF4,4.75,1,DATA ENGINEER,2 tahun 11 bulan,MIDDLE,35,85.0,93.5,80.9809654856,9.0371304039,1.2,92.960313373,92.960313373,8.0,51.501466087690005,51.501466087690005,0.8304778137085659
Develop ETL/ELT pipelines,Data Engineer,0014F3E9,4.25,3,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,75.86206897,,98.257797271,12.7921561676,1.0,61.80993377,61.80993377,2.0,34.7567648981,34.7567648981,0.029122071824924916
Develop ETL/ELT pipelines,Data Engineer,001ABDF5,3.5,1,DATA ANALYST,3 tahun 4 bulan,MIDDLE,40,82.24137931,98.5,98.9522417154,50.3029972195,1.0,86.5446547165,86.5446547165,8.0,47.513666999745006,47.513666999745006,0.63963262271825
Develop ETL/ELT pipelines,Data Engineer,001AE6FC,2.75,0,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,82.24137931,84.5,98.469149928,0.4301677875,,72.1149630886,72.1149630886,2.0,39.513430436958004,39.513430436958004,0.25676311472114843
Develop ETL/ELT pipelines,Data Engineer,001F9B47,4.25,1,DATA ENGINEER,3 tahun 1 bulan,JUNIOR,37,58.75,87.0,96.1884481736,8.6577453183,1.2,81.1247503422,81.1247503422,1.0,44.993617681366004,44.993617681366004,0.5190299336497558
Develop ETL/ELT pipelines,Data Engineer,002018BB,3.25,0,DATA SCIENTIST,10 tahun 10 bulan,SENIOR,130,97.22222222,98.0,50.5555555556,43.7450704533,1.0,86.4214334385,86.4214334385,18.0,47.33085972240501,47.33085972240501,0.6308839648774285
Develop ETL/ELT pipelines,Data Engineer,0020C6B5,3.5,3,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,75.86206897,88.5,98.3674463938,3.3392709766,1.0,72.659385698,72.659385698,3.0,40.15447441994,40.15447441994,0.28744173183985505
Develop ETL/ELT pipelines,Data Engineer,002201AD,2.5,0,DATA ANALYST,4 tahun 10 bulan,MIDDLE,58,91.37931034,95.0,99.537037037,0.4301677875,1.0,80.0052980974,80.0052980974,2.0,43.577807991622,43.577807991622,0.45127314232545324
Develop ETL/ELT pipelines,Data Engineer,00270615,3.0,0,DATA ANALYST,3 tahun 9 bulan,JUNIOR,45,93.10344828,75.0,98.9814814815,29.9520058526,1.0,75.0818725109,75.0818725109,1.0,41.203392430777,41.203392430777,0.337640087799289
Develop ETL/ELT pipelines,Data Engineer,00277DF9,2.5,0,AI ENGINEER,0 tahun 5 bulan,MIDDLE,5,,,,,,,,4.0,,,
Develop ETL/ELT pipelines,Data Engineer,002D5AC9,4.0,3,DATA SCIENTIST,3 tahun 8 bulan,MIDDLE,44,78.88888889,92.0,97.4707602339,57.4757263933,1.0,83.3553945397,83.3553945397,3.0,46.058359106041,46.058359106041,0.5699855550504606
Develop ETL/ELT pipelines,Data Engineer,002DF96D,3.75,3,DATA SCIENTIST,5 tahun 0 bulan,MIDDLE,60,78.88888889,91.0,46.8542261807,5.4541409456,1.1,78.7985129608,78.7985129608,15.0,43.525711869224004,43.525711869224004,0.4487799639557214
Develop ETL/ELT pipelines,Data Engineer,002E9001,4.0,1,DATA ENGINEER,7 tahun 8 bulan,SENIOR,92,,,,,,,,10.0,,,
Develop ETL/ELT pipelines,Data Engineer,002EC9F6,1.5,2,DATA SCIENTIST,4 tahun 7 bulan,MIDDLE,55,97.22222222,96.5,83.7230473171,43.7450704533,1.1,96.6970538768,96.6970538768,0.0,51.954438554704,51.954438554704,0.8521558408794854
Develop ETL/ELT pipelines,Data Engineer,00302AE1,3.5,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512,2.0,49.34619687313601,49.34619687313601,0.7273325057790561
Develop ETL/ELT pipelines,Data Engineer,00306ABB,3.5,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586,3.0,51.30429212058,51.30429212058,0.8210416052683812
Develop ETL/ELT pipelines,Data Engineer,0031857D,3.25,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258,5.0,38.642484968674,38.642484968674,0.21508203937829162
Develop ETL/ELT pipelines,Data Engineer,0037569D,3.0,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614,21.0,53.74726023541999,53.74726023541999,0.9379553981094715
Develop ETL/ELT pipelines,Data Engineer,00392144,3.25,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743,15.0,42.55941506737899,42.55941506737899,0.40253563377897855
Develop ETL/ELT pipelines,Data Engineer,003A7A13,2.5,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424,5.0,40.724078771472,40.724078771472,0.3147014429887079
Develop ETL/ELT pipelines,Data Engineer,003B384C,3.75,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496,3.0,49.353512652880006,49.353512652880006,0.7276826190499845
Develop ETL/ELT pipelines,Data Engineer,003C6A0D,2.75,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902,7.0,40.368525706806004,40.368525706806004,0.2976856427849063
Develop ETL/ELT pipelines,Data Engineer,003CFD5B,3.25,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996,0.0,49.03903056878801,49.03903056878801,0.712632363989994
Develop ETL/ELT pipelines,Data Engineer,003D5583,2.75,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523,1.0,45.963102495719,45.963102495719,0.5654268334125154
